baybay-an Enclitic; ! abandon
tikket Enclitic; ! ticket
kikien Enclitic; ! tickle
sairen Enclitic; ! tickle
makasair Enclitic; ! ticklish
managuni Enclitic; ! ticklish
nakaininaka Enclitic; ! ticklish
ulmog Enclitic; ! tick
naurnos Enclitic; ! tidy
korbata Enclitic; ! tie
galot Enclitic; ! tie
igalut Enclitic; ! tie
itali Enclitic; ! tie
magtali Enclitic; ! tie
pungngen Enclitic; ! tie
repetten Enclitic; ! tie
reppet Enclitic; ! tie
reppetem Enclitic; ! tie
siglot Enclitic; ! tie
naet-et Enclitic; ! tight
nairut Enclitic; ! tight
baldosa Enclitic; ! tile
tisa Enclitic; ! tile
agsukay Enclitic; ! till
inggana Enclitic; ! till
sukayen Enclitic; ! till
pahinnabakan Enclitic; ! tilt
salip Enclitic; ! tilt
biray Enclitic; ! tilt
apahisu Enclitic; ! timely
naitiempo Enclitic; ! timely
oras Enclitic; ! time
panawen Enclitic; ! time
mamagbabain Enclitic; ! timid
lata Enclitic; ! tin
kolor Enclitic; ! tint
langa Enclitic; ! tint
maris Enclitic; ! tint
bassit Enclitic; ! tiny
ipakaamo Enclitic; ! tip
murdong Enclitic; ! tip
pasukib Enclitic; ! tip
til-ay Enclitic; ! tiptoe
bannohen Enclitic; ! tire
pilid Enclitic; ! tire
makabannog Enclitic; ! tiresome
nagan Enclitic; ! title
pangawag Enclitic; ! title
titulo Enclitic; ! title
ituno Enclitic; ! toast
kinirog Enclitic; ! toast
kirohen Enclitic; ! toast
tinuno Enclitic; ! toast
ita Enclitic; ! today
tat-ta Enclitic; ! today
ramay Enclitic; ! toe
agkuyog Enclitic; ! together
pakalaglahipan Enclitic; ! token
tanda Enclitic; ! token
imbaga Enclitic; ! told
baybay-an Enclitic; ! tolerate
palabsen Enclitic; ! tolerate
bayad Enclitic; ! toll
bayadan Enclitic; ! toll
buis Enclitic; ! toll
ilahip Enclitic; ! toll
lahip Enclitic; ! toll
ayug Enclitic; ! tone
ikkatan Enclitic; ! tone
timek Enclitic; ! tone
timplaen Enclitic; ! tone
dila Enclitic; ! tongue
aruaten Enclitic; ! tool
kasapulan Enclitic; ! tool
ramit Enclitic; ! tool
met Enclitic; ! too
ngato Enclitic; ! top
rabaw Enclitic; ! top
rimbawan Enclitic; ! top
sunay Enclitic; ! top
silaw Enclitic; ! torch
panagrigat Enclitic; ! torment
parigaten Enclitic; ! torment
rigat Enclitic; ! torment
tuok Enclitic; ! torture
natuok Enclitic; ! torturous
ginnasanggasat Enclitic; ! toss
ipalangatok Enclitic; ! toss
ipangato Enclitic; ! toss
amin Enclitic; ! total
dagup Enclitic; ! total
agsahid Enclitic; ! touch
kalbit Enclitic; ! touch
disol Enclitic; ! touch
nakulbet Enclitic; ! touch
nakired Enclitic; ! touch
sahid Enclitic; ! touch
sahiden Enclitic; ! touch
nakulbet Enclitic; ! tough
natangken Enclitic; ! tough
toala Enclitic; ! towel
tore Enclitic; ! tower
abalbalay Enclitic; ! toy
ay-ayam Enclitic; ! toy
suroten Enclitic; ! trace
uhed Enclitic; ! trace
uhedan Enclitic; ! trace
dalan Enclitic; ! track
aglinnako Enclitic; ! trade
agsinnukat Enclitic; ! trade
marka Enclitic; ! trademark
pagsapulan Enclitic; ! trade
panaglinnako Enclitic; ! trade
panagdaliasat Enclitic; ! traffic
nakaa-alinghet Enclitic; ! tragic
dana Enclitic; ! trail
desdes Enclitic; ! trail
suroten Enclitic; ! trail
tuntonen Enclitic; ! trail
maistra Enclitic; ! training
tren Enclitic; ! train
manangliput Enclitic; ! traitorous
agbatanggudaw Enclitic; ! tramp
bayanggudaw Enclitic; ! tramp
irurumen Enclitic; ! trample
payaten Enclitic; ! trample
maipanaw Enclitic; ! transferable
mayalis Enclitic; ! transferable
panagalis Enclitic; ! transfer
pumanaw Enclitic; ! transfer
umalis Enclitic; ! transfer
yaakar Enclitic; ! transfer
panagsukat Enclitic; ! transition
panagbaliw Enclitic; ! transitory
pagluganan Enclitic; ! transport
yalis Enclitic; ! transport
lakuben Enclitic; ! trap
palab-ug Enclitic; ! trap
siluan Enclitic; ! trap
agbaniaga Enclitic; ! travel
agpasiar Enclitic; ! travel
agbambaniaga Enclitic; ! traveling
panagbaniaga Enclitic; ! travel
pasyar Enclitic; ! travel
lemma Enclitic; ! tread
payaten Enclitic; ! tread
kinabaknang Enclitic; ! treasure
pamitluen Enclitic; ! treble
alokon Enclitic; ! tree
busbusilak Enclitic; ! tree
kayo Enclitic; ! tree
kamiring Enclitic; ! tree
kayo Enclitic; ! tree
nara Enclitic; ! tree
panglongboyen Enclitic; ! tree
puon Enclitic; ! tree
sagat Enclitic; ! tree
tebbeg Enclitic; ! tree
pagkalatkatan Enclitic; ! trellis
agpiherher Enclitic; ! tremble
agtiherher Enclitic; ! tremble
panagpirpir Enclitic; ! trembling
panagtiherher Enclitic; ! trembling
sanga Enclitic; ! tributary
alilawen Enclitic; ! trick
agtedted Enclitic; ! trickle
salamangka Enclitic; ! trick
sikap Enclitic; ! trick
sikapan Enclitic; ! trick
namanangalilaw Enclitic; ! tricky
bassit Enclitic; ! trifling
biahe Enclitic; ! trip
panaglugan Enclitic; ! trip
panagbiahe Enclitic; ! trip
biahe Enclitic; ! trip
agbalihi Enclitic; ! triumph
balaihi Enclitic; ! triumph
mangabak Enclitic; ! triumph
panangabak Enclitic; ! triumph
buyot Enclitic; ! troop
soldado Enclitic; ! troop
agtaray Enclitic; ! trot
taltag Enclitic; ! trot
parikut Enclitic; ! trouble
parigaten Enclitic; ! trouble
problema Enclitic; ! trouble
riri Enclitic; ! trouble
riribuk Enclitic; ! trouble
riribuken Enclitic; ! trouble
naloko Enclitic; ! troublesome
nariri Enclitic; ! troublesome
trak Enclitic; ! truck
pudno Enclitic; ! true
agpayso Enclitic; ! truly
sipupudno Enclitic; ! truly
trumpeta Enclitic; ! trumpet
italek Enclitic; ! trust
talek Enclitic; ! trust
talken Enclitic; ! trust
mapagtalakan Enclitic; ! trustworthy
napudno Enclitic; ! truthful
padalas Enclitic; ! try
padasem Enclitic; ! try
padasen Enclitic; ! try
tubo Enclitic; ! tube
pannakaitublak Enclitic; ! tumble
ayug Enclitic; ! tune
naayug Enclitic; ! tuneful
itimpla Enclitic; ! tune
itunos Enclitic; ! tune
timek Enclitic; ! tune
tuno Enclitic; ! tune
agpusipos Enclitic; ! turn
agsubli Enclitic; ! turn
batang Enclitic; ! turn
bumilíng Enclitic; ! turn
itataliaw Enclitic; ! turn
lumiko Enclitic; ! turn
panagsikko Enclitic; ! turn
panagsukat Enclitic; ! turn
tumalaw Enclitic; ! turn
pag-ong Enclitic; ! turtle
pawikan Enclitic; ! turtle
duapulo Enclitic; ! twenty
mamindua Enclitic; ! twice
sumipnget Enclitic; ! twilight
iraked Enclitic; ! twine
ireppet Enclitic; ! twine
andap Enclitic; ! twinkle
kiray Enclitic; ! twinkle
agandap Enclitic; ! twinkling
agkiray Enclitic; ! twinkling
singin Enclitic; ! twin
silapiden Enclitic; ! twist
tirtiren Enclitic; ! twist
data Enclitic; ! two
dos Enclitic; ! two
dua Enclitic; ! two
duwa Enclitic; ! two
dwara Enclitic; ! two
klase Enclitic; ! type
kita Enclitic; ! type
klasse Enclitic; ! type
naalas Enclitic; ! ugly
nalaad Enclitic; ! ugly
lumteg Enclitic; ! ulcerous
maudi Enclitic; ! ultimate
payong Enclitic; ! umbrella
mangeddeng Enclitic; ! umpire
puro Enclitic; ! unalloyed
panagmaymaysa Enclitic; ! unanimous
nakidser Enclitic; ! unbending
natured Enclitic; ! unbending
ruk-atan Enclitic; ! unbind
warwaran Enclitic; ! unbind
pagduaduaan Enclitic; ! uncertain
silalamolamo Enclitic; ! unclad
ussoban Enclitic; ! unclothe
naisangsangayan Enclitic; ! uncommon
luktan Enclitic; ! uncork
lukasan Enclitic; ! uncover
babaen Enclitic; ! under
lasaten Enclitic; ! undergo
padalanen Enclitic; ! undergo
babaen Enclitic; ! underneath
sirok Enclitic; ! under
sirok Enclitic; ! under
awaten Enclitic; ! understand
maawatan Enclitic; ! understand
tarusan Enclitic; ! understand
maawatan Enclitic; ! understood
napadasan Enclitic; ! underwent
bangking Enclitic; ! unequal
tibbatibbakol Enclitic; ! uneven
turturod Enclitic; ! uneven
nagulib Enclitic; ! unfaithful
ukraden Enclitic; ! unfold
daksanggasat Enclitic; ! unfortunate
natiri Enclitic; ! unfounded
disagreeable Enclitic; ! unfriendly
mannakiapa Enclitic; ! unfriendly
naatap Enclitic; ! unfriendly
ibbatan Enclitic; ! unhand
nalinday Enclitic; ! unhappy
masaksakit Enclitic; ! unhealthy
agpada Enclitic; ! uniform
gimong Enclitic; ! union
panagmaymaysa Enclitic; ! union
panagtipon Enclitic; ! union
karkarna Enclitic; ! unique
pagtiponen Enclitic; ! unite
panagmamaysa Enclitic; ! unite
sangalubongan Enclitic; ! universal
nabaybay-an Enclitic; ! unkempt
nakuso Enclitic; ! unkempt
naranggas Enclitic; ! unkind
naulpit Enclitic; ! unkind
nengneng Enclitic; ! unlettered
aghidiat Enclitic; ! unlike
ikkaten Enclitic; ! unload
idissaag Enclitic; ! unload
daksanggasat Enclitic; ! unlucky
satsaten Enclitic; ! unravel
nasta Enclitic; ! unripe
nawara Enclitic; ! unruffled
naaliwegweg Enclitic; ! unruly
nagulo Enclitic; ! unruly
napeggad Enclitic; ! unsafe
ukasan Enclitic; ! untie
warwaran Enclitic; ! untie
napaut Enclitic; ! untiring
karkarna Enclitic; ! unusual
manmano Enclitic; ! unusual
naisal-salumina Enclitic; ! unusual
agkedked Enclitic; ! unwilling
nasukir Enclitic; ! unwilling
ungtan Enclitic; ! upbraid
kinanunongan Enclitic; ! upheld
ingato Enclitic; ! uplift
akinngato Enclitic; ! upper
ngatuen Enclitic; ! upper
nagtakder Enclitic; ! upright
natan-ok Enclitic; ! upright
yaalsa Enclitic; ! uprising
agpangato Enclitic; ! upward
guyogoyen Enclitic; ! urge
naganat Enclitic; ! urgent
nasken Enclitic; ! urgent
piliten Enclitic; ! urge
panangayayo Enclitic; ! urging
panangguyogoy Enclitic; ! urging
umisbo Enclitic; ! urinate
aramatan Enclitic; ! use
mausar Enclitic; ! use
panagramat Enclitic; ! use
usar Enclitic; ! use
usaren Enclitic; ! use
babaonen Enclitic; ! usher
agdama Enclitic; ! usual
kaadduan Enclitic; ! usually
masansan Enclitic; ! usually
sigsigud Enclitic; ! usual
kasapulan Enclitic; ! utility
kangatuan Enclitic; ! utmost
isao Enclitic; ! utter
isarita Enclitic; ! utter
sianay Enclitic; ! utterly
awang Enclitic; ! vacant
kawaw Enclitic; ! vacant
bakante Enclitic; ! vacant
bakasion Enclitic; ! vacation
panahinana Enclitic; ! vacation
panagpaliwa Enclitic; ! vacation
bakasion Enclitic; ! vacation
agbakuna Enclitic; ! vaccinate
bakunaan Enclitic; ! vaccinate
eppes Enclitic; ! vain
natangig Enclitic; ! vain
mabalin Enclitic; ! valid
ngina Enclitic; ! value
pateg Enclitic; ! value
agawan Enclitic; ! vanish
agpukaw Enclitic; ! vanish
nalpay Enclitic; ! vanish
abaken Enclitic; ! vanquish
maabak Enclitic; ! vanquish
agbaliw Enclitic; ! variable
agsukat Enclitic; ! variable
nadumaduma Enclitic; ! varied
nadumaduma Enclitic; ! various
agsusupadi Enclitic; ! vary
adu Enclitic; ! vast
nalawa Enclitic; ! vast
lumagto Enclitic; ! vault
abbong Enclitic; ! veil
dalungdong Enclitic; ! veil
nailinged Enclitic; ! veiled
belo Enclitic; ! veil
palatang Enclitic; ! vein
surat Enclitic; ! vein
urat Enclitic; ! veins
urat Enclitic; ! vein
nalamuyot Enclitic; ! velvet
nalukneng Enclitic; ! velvet
nadayaw Enclitic; ! venerable
idayaw Enclitic; ! venerate
manahibales Enclitic; ! vengeful
nahita Enclitic; ! venomous
abut Enclitic; ! vent
paanginan Enclitic; ! ventilate
palamiisan Enclitic; ! ventilate
padasen Enclitic; ! venture
naisao Enclitic; ! verbal
nalangto Enclitic; ! verdant
naberde Enclitic; ! verdant
paneknekan Enclitic; ! verify
daniw Enclitic; ! verse
berso Enclitic; ! verse
perme Enclitic; ! very
unay Enclitic; ! very
ikawes Enclitic; ! vest
ikkan Enclitic; ! vest
ited Enclitic; ! vest
panangsupiat Enclitic; ! veto
patayen Enclitic; ! veto
supiaten Enclitic; ! veto
beto Enclitic; ! veto
pagpungtoten Enclitic; ! vex
singaen Enclitic; ! vex
agbalihi Enclitic; ! victorious
nagbalihi Enclitic; ! victorious
makihinnasat Enclitic; ! vie
agbuya Enclitic; ! view
buya Enclitic; ! view
buyaen Enclitic; ! view
kitaen Enclitic; ! view
napigsa Enclitic; ! vigorous
nalaad Enclitic; ! vile
naruhit Enclitic; ! vile
managdakdakes Enclitic; ! villainous
salungasingen Enclitic; ! violate
napigsa Enclitic; ! violent
narungsot Enclitic; ! violent
immube Enclitic; ! violet
kinasingpet Enclitic; ! virgin
birhen Enclitic; ! virgin
nadayaw Enclitic; ! virtuous
nasingpet Enclitic; ! virtuous
natalna Enclitic; ! virtuous
napalit Enclitic; ! viscous
maimatangan Enclitic; ! visible
makita Enclitic; ! visible
managparmata Enclitic; ! visionary
ka-anu Enclitic; ! visit
kitaen Enclitic; ! visit
sarungkaran Enclitic; ! visit
sumarungkar Enclitic; ! visit
umiliw Enclitic; ! visit
naayat Enclitic; ! vivacious
naragsak Enclitic; ! vivacious
ipeksa Enclitic; ! voice
nabangeg Enclitic; ! voice
nasinghit Enclitic; ! voice
timek Enclitic; ! voice
timek Enclitic; ! voice
uni Enclitic; ! voice
bassawang Enclitic; ! voluble
managsarita Enclitic; ! voluble
napuskol Enclitic; ! voluminous
sigaganethet Enclitic; ! voluntary
sipupuso Enclitic; ! voluntary
agsarua Enclitic; ! vomit
agsarwa Enclitic; ! vomit
sumuka Enclitic; ! vomit
agbotos Enclitic; ! vote
agpili Enclitic; ! vote
botos Enclitic; ! vote
agkari Enclitic; ! vow
kari Enclitic; ! vow
sapata Enclitic; ! vow
panaglayag Enclitic; ! voyage
naalas Enclitic; ! vulgar
nadursok Enclitic; ! vulgar
napasindayag Enclitic; ! vulgar
nakapsut Enclitic; ! vulnerable
nalupoy Enclitic; ! vulnerable
aguper Enclitic; ! wade
agkalawikiw Enclitic; ! wag
kalawikwik Enclitic; ! wag
kutien Enclitic; ! wag
agpusta Enclitic; ! wager
agtaya Enclitic; ! wager
pumusta Enclitic; ! wager
sueldo Enclitic; ! wage
tangan Enclitic; ! wage
aganung-og Enclitic; ! wail
anug-og Enclitic; ! wailings
panagsangit Enclitic; ! wailings
aguray Enclitic; ! wait
urayen Enclitic; ! wait
baybay-an Enclitic; ! waive
mansayag Enclitic; ! wake
panagriing Enclitic; ! wake
riingen Enclitic; ! wake
lumakad Enclitic; ! walk
maglakad Enclitic; ! walk
magna Enclitic; ! walk
diding Enclitic; ! wall
aglubnak Enclitic; ! wallow
agpasiar Enclitic; ! wander
umadayo Enclitic; ! wander
nabessag Enclitic; ! wan
kayat Enclitic; ! want
agkurang Enclitic; ! wanting
agtarigagay Enclitic; ! wanting
kayat Enclitic; ! want
kiddawen Enclitic; ! want
tarigagay Enclitic; ! want
tarigagayan Enclitic; ! want
agkanta Enclitic; ! warble
pagtaraknan Enclitic; ! ward
gubat Enclitic; ! war
baraen Enclitic; ! warm
dagaangen Enclitic; ! warm
katamtaman Enclitic; ! warm
siaayat Enclitic; ! warmly
sibabara Enclitic; ! warmly
mainit Enclitic; ! warm
maligamgám Enclitic; ! warm
salimu-oten Enclitic; ! warm
pakdaar Enclitic; ! warning
patigmaan Enclitic; ! warning
pagtigmaanan Enclitic; ! warn
pammaneknek Enclitic; ! warrant
riribuk Enclitic; ! war
agbuggo Enclitic; ! wash
aghugas Enclitic; ! wash
bugguan Enclitic; ! wash
hugasan Enclitic; ! wash
labaan Enclitic; ! wash
linabaan Enclitic; ! wash
managbuslon Enclitic; ! wasteful
managdadael Enclitic; ! wasteful
kailala Enclitic; ! waste
agbuya Enclitic; ! watch
bantayan Enclitic; ! watch
naridam Enclitic; ! watchful
nasiput Enclitic; ! watchful
mabuyana Enclitic; ! watch
panagbantay Enclitic; ! watch
reloh Enclitic; ! watch
siputan Enclitic; ! watch
danom Enclitic; ! water
danum Enclitic; ! water
danuman Enclitic; ! water
sibog Enclitic; ! water
sibugan Enclitic; ! water
tubig Enclitic; ! water
nadanum Enclitic; ! watery
agkulot Enclitic; ! wave
agdaluyon Enclitic; ! wave
agpayapay Enclitic; ! wave
alon Enclitic; ! wave
daluyon Enclitic; ! wave
palapay Enclitic; ! wave
daluyon Enclitic; ! waves
nakulot Enclitic; ! wavy
alid Enclitic; ! wax
napigket Enclitic; ! waxen
nasileng Enclitic; ! waxen
dalan Enclitic; ! way
saeden Enclitic; ! waylay
tambangan Enclitic; ! waylay
pamuspusan Enclitic; ! way
nasukir Enclitic; ! wayward
nayaw-awan Enclitic; ! wayward
kapoy Enclitic; ! weak
managbuteng Enclitic; ! weak-kneed
marukop Enclitic; ! weak
nakapsut Enclitic; ! weak
nakapsot Enclitic; ! weak
nakapsut Enclitic; ! weak
nakapuy Enclitic; ! weak
nalupoy Enclitic; ! weak
narukop Enclitic; ! weak
aduan Enclitic; ! wealthy
nabaknang Enclitic; ! wealthy
ipanaw Enclitic; ! wean
ipusing Enclitic; ! wean
iyadayo Enclitic; ! wean
agaramat Enclitic; ! wear
agbado Enclitic; ! wear
agkawes Enclitic; ! wear
kawes Enclitic; ! wear
isuot Enclitic; ! wearing
isuout Enclitic; ! wear
runoten Enclitic; ! wear
mauma Enclitic; ! weary
nabannog Enclitic; ! weary
itured Enclitic; ! weather
sarangten Enclitic; ! weather
tiempo Enclitic; ! weather
abel Enclitic; ! weave
ablen Enclitic; ! weave
lagaen Enclitic; ! weave
naabel Enclitic; ! webby
nalaga Enclitic; ! webby
saput Enclitic; ! webby
kasaren Enclitic; ! wed
kasar Enclitic; ! wedding
ikasal Enclitic; ! wedding
pasingsing Enclitic; ! wedge
sanat Enclitic; ! wedge
singat Enclitic; ! wedge
sinsil Enclitic; ! wedge
ikasar Enclitic; ! wed
aglamon Enclitic; ! weed
dalusan Enclitic; ! weed
root Enclitic; ! weed
ruot Enclitic; ! weed
nasamek Enclitic; ! weeds
subusub Enclitic; ! weed
taktakup Enclitic; ! weed
dinomingo Enclitic; ! weekly
linawas Enclitic; ! weekly
aglua Enclitic; ! weep
agsangit Enclitic; ! weep
panagsangit Enclitic; ! weeping
dagsen Enclitic; ! weight
timbangen Enclitic; ! weigh
sobok Enclitic; ! weight
nadagsen Enclitic; ! weighty
nakaalalinghet Enclitic; ! weird
nakabutbuteng Enclitic; ! weird
tanglit Enclitic; ! weird
panangsabat Enclitic; ! welcome
pagsilopoen Enclitic; ! weld
pagtitipunen Enclitic; ! weld
bito Enclitic; ! well
bubon Enclitic; ! well
nakaradkad Enclitic; ! well
nalaing Enclitic; ! well
nasayaat Enclitic; ! well
poso Enclitic; ! well
aglaylay Enclitic; ! welt
akinlaud Enclitic; ! western
laud Enclitic; ! west
agpalaud Enclitic; ! westward
babasaen Enclitic; ! wet
basa Enclitic; ! wet
nabasa Enclitic; ! wet
balena Enclitic; ! whale
pantalan Enclitic; ! wharf
aniaman Enclitic; ! whatever
uray-ania Enclitic; ! whatever
dalig Enclitic; ! wheel
ligay Enclitic; ! wheel
pahibasen Enclitic; ! wheel
pagpusipusen Enclitic; ! wheel
pilid Enclitic; ! wheel
asaen Enclitic; ! whet
patademen Enclitic; ! whet
aguni Enclitic; ! whine
unaweng Enclitic; ! whine
agbaut Enclitic; ! whip
baoten Enclitic; ! whip
baut Enclitic; ! whip
latiko Enclitic; ! whip
pagbaot Enclitic; ! whip
agpusipos Enclitic; ! whirl
agtayyek Enclitic; ! whirl
pagpusipusen Enclitic; ! whirl
agarasaas Enclitic; ! whisper
arasaas Enclitic; ! whisper
ipatimud Enclitic; ! whisper
yarasaas Enclitic; ! whisper
agsagawisiw Enclitic; ! whistle
paswit Enclitic; ! whistle
sagawisiw Enclitic; ! whistle
agsagsagawisiw Enclitic; ! whistling
napudaw Enclitic; ! white
puraw Enclitic; ! white
puti Enclitic; ! white
amin Enclitic; ! whole
pakyawan Enclitic; ! wholesale
sangkamay-sa Enclitic; ! whole
sibubukel Enclitic; ! whole
nasaya-at Enclitic; ! wholesome
sibubukel Enclitic; ! wholly
managdakes Enclitic; ! wicked
akaba Enclitic; ! wide
akaba Enclitic; ! wide
nabistrad Enclitic; ! wide
naglawa Enclitic; ! wide
nalawa Enclitic; ! wide
sapasap Enclitic; ! widespread
naatap Enclitic; ! wild
kayat Enclitic; ! will
ipatawis Enclitic; ! will
italek Enclitic; ! will
-nto Enclitic; ! will
pagayatan Enclitic; ! will
pammati Enclitic; ! will
malaylay Enclitic; ! wilt
agkayetket Enclitic; ! wince
agkedked Enclitic; ! wince
agsanud Enclitic; ! wince
agsikko Enclitic; ! wind
angin Enclitic; ! wind
bumanisbis Enclitic; ! wind
kuerdasan Enclitic; ! wind
hangin Enclitic; ! wind
pul-oy Enclitic; ! wind
dugudug Enclitic; ! winds
naangin Enclitic; ! windy
arak Enclitic; ! wine
arak Enclitic; ! wine
basi Enclitic; ! wine
tuba Enclitic; ! wine
payak Enclitic; ! wing
payak Enclitic; ! wing
kidday Enclitic; ! wink
mangabak Enclitic; ! win
mangabak Enclitic; ! win
nangabak Enclitic; ! win
agtaep Enclitic; ! winnow
bigao Enclitic; ! winnow
agpunas Enclitic; ! wipe
punasa Enclitic; ! wipe
punasan Enclitic; ! wipe
alambre Enclitic; ! wire
barot Enclitic; ! wire
barut Enclitic; ! wire
telegramaan Enclitic; ! wire
masirib Enclitic; ! wise
nalaing Enclitic; ! wise
kalikagum Enclitic; ! wish
panghep Enclitic; ! wish
panghepen Enclitic; ! wish
we Enclitic; ! wish
manggagamod Enclitic; ! witch
umadayo Enclitic; ! withdraw
malaylay Enclitic; ! wither
sarkedan Enclitic; ! withstand
nakakita Enclitic; ! witness
saksi Enclitic; ! witness
saksian Enclitic; ! witness
takderan Enclitic; ! witness
testigo Enclitic; ! witness
nasaririt Enclitic; ! witty
kakaasi Enclitic; ! woeful
agsiddaaw Enclitic; ! wonder
makaskasdaaw Enclitic; ! wonderful
nakaskasdaaw Enclitic; ! wonderful
kaya Enclitic; ! wonder
nakakasdaaw Enclitic; ! wondrous
nangabak Enclitic; ! won
balikas Enclitic; ! word
sao Enclitic; ! word
sarita Enclitic; ! word
yano Enclitic; ! word
yanti Enclitic; ! word
agaramid Enclitic; ! work
agtrabaho Enclitic; ! work
agtrabaho Enclitic; ! work
aramid Enclitic; ! work
obra Enclitic; ! work
trabaho Enclitic; ! work
trabaho Enclitic; ! work
lubong Enclitic; ! world
sanglubongan Enclitic; ! world
alumbuyod Enclitic; ! worm
bitok Enclitic; ! worm
ighes Enclitic; ! worm
agdanag Enclitic; ! worry
agdukot Enclitic; ! worry
agsikor Enclitic; ! worry
danag Enclitic; ! worry
danagan Enclitic; ! worry
dukot Enclitic; ! worry
parikut Enclitic; ! worry
we Enclitic; ! worry
