25 cent piece	binting
tree	kamiring
tree	kayo
tree	nara
tree	panglongboyen
tree	puon
tree	sagat
tree	tebbeg
trellis	pagkalatkatan
tremble	agpiherher
tremble	agtiherher
trembling	panagpirpir
trembling	panagtiherher
trial	pannakapadas
trial	pannakasuot
trial	pannakausig
trial	suot
tribe	maysa a timpuyog
tribe	puli
tribe	tribo
tributary	sanga
tribute	buis
tribute	sagut
trick	alilawen
trickle	agtedted
trick	salamangka
trick	sikap
trick	sikapan
tricky	namanangalilaw
trifle	bassit a banag
trifling	bassit
trimming	panangputed arkos
trim	panangputed arkos
trip	biahe
trip	panaglugan
trip	panagbiahe
trip	biahe
triumph	agbalihi
triumph	balaihi
triumph	mangabak
triumph	panangabak
trolley	trambia
troop	buyot
troop	soldado
trot	agtaray
trot	taltag
trouble	parikut
trouble	parigaten
trouble	problema
trouble	riri
trouble	riribuk
trouble	riribuken
troublesome	naloko
troublesome	nariri
trousers	pantalon
troy	troy the buto
truck garden	minuyogan
truck	trak
true	pudno
truly	agpayso
truly	sipupudno
trumpet	trumpeta
trunk	lakasa
trunk	puon
trunk	tampipi
trust	italek
trust	talek
trust	talken
trustworthy	mapagtalakan
truth	aglinnipat
truthful	napudno
truth	kinapudno
truth	pudno
try	padalas
try	padasem
try	padasen
tub	batia
tube	pagayusan ti danum
tuber	bagas
tuber	tuhi
tube	tubo
tuesday	Martes
tug-of-war	ginnuyod
tumble	pannakaitublak
tumor	letteg
tune	ayug
tuneful	naayug
tuneful	napintas a timek
tune	itimpla
tune	itunos
tune	timek
tune	tuno
turkey	pabo
turkey	pabo
turn	agpusipos
turn	agsubli
turn around	tumalikod
turn	batang
turn body ½ way around	agpusipus
turn	bumilíng
turn	itataliaw
turn	lumiko
turn on radio	agpagunyen
turn over	baliktaden
turn	panagsikko
turn	panagsukat
turn	tumalaw
turtle	pag-ong
turtle	pawikan
twelfth	maikasangapulo ket dua
twenty	duapulo
twenty	dua pulo
twice	mamindua
twig	bassit a sanga
twilight	sumipnget
twine	iraked
twine	ireppet
twinkle	andap
twinkle	kiray
twinkling	agandap
twinkling	agkiray
twin	singin
twist	silapiden
twist	tirtiren
two	data
two	dos
two	dua
two	duwa
two	dwara
twosome	dinua
type	klase
typehoid fever	maysa a kita ti sakit nga agtaud iti gurigor
typehoid fever	tipus
type	kita
type	klasse
typewriter	makinila
typhoon	bahio
typhoon	bagyo
typhoon	napigsa nga angin
typist	ti agmakinila
tyranny	kinaranggas
tyranny	kinaulpit
tyrant	manangirurumen nga agturay
ugly	naalas
ugly	nalaad
ulcer	busali
ulcer	letteg
ulcerous	lumteg
ultimate	maudi
ultimatum	maudi
ultimatum	ultimatum
umbrella	payong
umpire	mangeddeng
umpire	ukom iti ay-ayam
unable	awanan kabaelan
unable	saan a kabaelan
unaccustomed	saan a mairuam
unalloyed	awan ti laokna
unalloyed	puro
unanimous	panagmaymaysa
unarmed	awanan igam
unavoidable	saan a malisian
unaware	saan a nakasagana
unbending	nakidser
unbending	natured
unbind	ruk-atan
unbind	warwaran
unborn	di pay nayanak
unbroken	saan a nabuong
unbroken	saan naputed
uncertain	pagduaduaan
uncertain	saan a manamnama
uncertainty	awan-kasiguraduan
unclad	silalamolamo
uncle	tio
uncle	uliteg
unclothe	ussoban
uncommon	naisangsangayan
uncommon	saan a kadawyan
unconcerned	saan a mairaman
unconcious	awanan rikna wenno puot
unconcious	naariweng
unconcious	napleng
unconditional	awan ti saritaan
unconstitutional	saan mainugot iti pagalagadan
uncork	ikkatan iti tapon
uncork	luktan
uncounted	saan a naibilang
uncover	ikkaten ti abbong
uncover	lukasan
under	babaen
undergo	lasaten
undergo	padalanen
underline	uhedan iti babana
underneath	babaen
underneath	iti sirok
undershirt	kamiseta
under	sirok
under	sirok
understand	awaten
understand	maawatan
understand	tarusan
understood	maawatan
undertaker	agay-aywan iti puneraria
underwent	napadasan
underwriter	ahente ti seguro
undress	agussob ussoban
undulation	garaw
undulation	panagalon
uneasy	saan a naktalna
unequal	bangking
uneven	saan a napatad
uneven	tibbatibbakol
uneven	turturod
unexpected	saan a ninamnama
unexpected	saan nga impagarup
unfaithful	nagulib
unfaithful	saan a pudno
unfit	saan a rumbeng
unfold	ukraden
unforgettable	saan a malipatan
unfortunate	awanan gasat
unfortunate	daksanggasat
unfounded	natiri
unfounded	saan a pudno
unfriendly	disagreeable
unfriendly	mannakiapa
unfriendly	naatap
unfurnished	saan a naikkan
unhand	ibbatan
unhappy	nalinday
unhappy	saan a naragsak
unhealthy	masaksakit
uniform	agpada
union	gimong
union	panagmaymaysa
union	panagtipon
unique	awan ti kapadana
unique	karkarna
united states	Estados Unidos
unite	pagtiponen
unite	panagmamaysa
unity	panagkaykaysa
unity	timpuyog
universal	maipapan iti law-ang
universal	sangalubongan
universe	law-ang
university	unibersidad
unjust	saan a rumbeng
unkempt	nabaybay-an
unkempt	nakuso
unkind	awanan asi
unkind	naranggas
unkind	naulpit
unknown	saan nga am-ammo
unlawful	maikaniwas iti linteg
unless	malaksid
unlettered	awanan adal
unlettered	nengneng
unlike	aghidiat
unlike	saan nga agpada
unload	ikkaten
unload	idissaag
unlucky	awanan gasat
unlucky	daksanggasat
unnecessary	saan a kasapulan
unpalatable	saan a naimas
unpalatable	saan mabalin a taraon
unqualified	saan a tumutop
unquestionable	saan a matawaran
unquestionable	saan a pagduaduaan
unravel	satsaten
unreasonable	awanan rason
unreasonable	saan a nalinteg
unrest	riribuk
unrest	saan a panagtalna
unripe	nasta
unruffled	nawara
unruffled	saan naurnos
unruly	naaliwegweg
unruly	nagulo
unsafe	napeggad
unseen	saan a nakitkita
unsophisticated	saan a natangig
unsteady	saan a natalhed
unsteady	saan nasimpa
unthinking	saan nga agpanunot
untie	ukasan
untie	warwaran
until	ahinggana
until	inggana
untimely	saan a naitumpong iti rumbeng a panawen
untiring	napaut
unto	inggana
unto	iti
unture	saan a pudno
unture	ulbod
unusual	karkarna
unusual	manmano
unusual	naisal-salumina
unwilling	agkedked
unwilling	nasukir
unworthy	saan a maikari
unwrap	ikkaten ti bungon
upbraid	ungtan
upheld	kinanunongan
up	iti ngato
uplift	ingato
upon	iti rabaw
upon	rabaw
upper	akinngato
upper arm	takiag
upper	ngatuen
upright	nagtakder
upright	natan-ok
uprising	yaalsa
uproar	kinaringgor
uproar	riribok
upshot	nagbanagan
upstairs	diay balay
upstairs	ngatuen ti agda
upward	agpangato
urge	guyogoyen
urgent	naganat
urgent	nasken
urge	piliten
urging	panangayayo
urging	panangguyogoy
urinate	umisbo
urine	isbo
urine	isbu
use	aramatan
use	mausar
use	panagramat
use	usar
use	usaren
usher	agbanbantay ti ridaw
usher	babaonen
us	tayo
usual	agdama
usually	kaadduan
usually	masansan
usual	sigsigud
usurer	osurero
usurp	alaen wento tahikuaen babaen ti pigsa
uterus	aanakan
utility	kasapulan
utmost	amin a kabaelan
utmost	kangatuan
utterance	palawag
utterance	sinarita
utter	isao
utter	isarita
utterly	sianay
vacancy	kaawan ti nagyan
vacant	awang
vacant	kawaw
vacant	bakante
vacation	bakasion
vacation	panahinana
vacation	panagpaliwa
vacation	bakasion
vaccinate	agbakuna
vaccinate	bakunaan
vaccination	agbakuna
vaccination	bakuna
vagina	oki
vagina	okie
vagina	pipit
vagina	puki
vagina	uki
vain	eppes
vain	napasin dayag
vain	natangig
vale	nababa a paset ti daga
valid	kas mayan natop
valid	mabalin
valise	maleta
valley	longog
valley	napatad a daga
valley	oki-oki
value	ngina
value	pateg
valve	barbula
vanish	agawan
vanish	agpukaw
vanish	nalpay
vanity	kinalabes
vanquish	abaken
vanquish	maabak
variable	agbaliw
variable	agsukat
varied	nadumaduma
variety	adu a kita
various	nadumaduma
vary	agsusupadi
vast	adu
vast	nalawa
vastness	kinalawa
vault	lumagto
veal	karne ti urbon a baka
vegetable	nateng
vegetables	nateng
vehicle	lugan
vehicle	lugan a magna iti daga
veil	abbong
veil	dalungdong
veiled	nailinged
veil	belo
vein	palatang
vein	surat
veins	urat
vein	urat
velocity	kinapartak
velocity	partak
velvet	nalamuyot
velvet	nalukneng
vendetta	bales panahikaro
vendor	aglaklako
venerable	nadayaw
venerate	idayaw
veneration	panagdayaw
vengeance	panahibales
vengeance	subbot
vengeful	manahibales
venom	giasabidong
venomous	nahita
venomous	napno iti sabidong
vent	abut
ventilate	paanginan
ventilate	palamiisan
ventilation	panangpalamiis iti angin
venture	padasen
veracity	kinapudno
verbally	babaen ti sao
verbal	naisao
verbal noun	banag a mangipalawag
verb	berbo
verdant	nalangto
verdant	naberde
vererano	beterano
verification	kinapudno
verification	pannakapaneknek
verify	paneknekan
verse	binatog ti daniw
verse	daniw
verse	berso
versus	maisupiat
very	perme
very	pudno unay
very	unay
vessel	sasakayan iti danum
vest	ikawes
vest	ikkan
vest	ited
veterinarian	betinario
veto	panangsupiat
veto	patayen
veto	supiaten
veto	beto
vexation	parikut
vexation	pungtot
vexation	suron
vex	pagpungtoten
vex	singaen
via	dalan ti
viand	sida
vice	kasuno
vice	bise
vice	bisio
vicinity	arubayan
vicinity	iti aglikmut
victim	nadangranan
victorious	agbalihi
victorious	nagbalihi
victor	nagbalihi
victor	nangabak
victory	balihi
victory	panangabak
vie	makihinnasat
view	agbuya
view	buya
view	buyaen
view	kitaen
vigilance	panagaywan
vigil	panangbantay
vigil	panangimutektek
vigorous	napigsa
vigor	pigsa
vile	nalaad
vile	naruhit
village	away
village	bario
village	bario
villain	dakes a tao
villainous	managdakdakes
villain	sumupiat iti bunuar
vim	pigsa
vine	daromaka
vinegar	suka
vinegar	suka
vine	labtang
vine	lanut
vine	mula nga agkalatkat
violate	salungasingen
violation	panangasalungasing
violent	napigsa
violent	narungsot
violet	immube
violin	biolin
virginity	kinadalus
virginity	kinasingpet
virgin	kinasingpet
virgin	birhen
virtue	dayaw
virtue	nasayaat a kababalin
virtuous	nadayaw
virtuous	nasingpet
virtuous	natalna
viscous	napalit
visible	maimatangan
visible	makita
visionary	managparmata
vision	parparmata
vision	sarimata
vision	sirmata
visit	ka-anu
visit	kitaen
visitor	bisita
visitor	sangaili
visit	sarungkaran
visit	sumarungkar
visit	umiliw
vital	kangrunaan a masapul
vitality	kinapigsa
vitamins	sustansea
vivacious	naayat
vivacious	naragsak
vocabulary	balikas
vocabulary	pagadalan iti sao
vocalist	kumakanta
vocational	maipapan kadahiti panghedan
vocation	kita ti panghedan
vogue	kita
vogue	moda
vogue	tabas
voice	ipeksa
voice	nabangeg
voice	nasinghit
voice	timek
voice	timek
voice	uni
void	awanan kaipapanan
void	awanan karga
void	kinaawan naguneg
volcano	bulkan
voluble	bassawang
voluble	managsarita
volume	kapigsa ti timek
volume	gatad
volume	libro
volume	pagbasaan
voluminous	napuskol
voluntary	sigaganethet
voluntary	sipupuso
voluntary	situtulnog saan a pinilit
vomit	agsarua
vomit	agsarwa
vomit	sumuka
vote	agbotos
vote	agpili
vote	botos
vow	agkari
vow	kari
vowel	dahiti letra a kas
vow	sapata
voyage	panaglasat iti taaw
voyage	panaglayag
vulgar	naalas
vulgar	nadursok
vulgar	napasindayag
vulnerable	nakapsut
vulnerable	nalupoy
vulva	kibong-kibong
wade	agayayam iti danum
wade	aguper
wag	agkalawikiw
wag	kalawikwik
wag	kutien
wager	agpusta
wager	agtaya
wager at playing cards	agsugal
wager	pumusta
wage	sueldo
wage	tangan
wage war	makigubat
wagon	lugan
wagon	bagon
wag tail	agkalawikiw
wag tail	agsaplit
wail	aganung-og
wailings	anug-og
wailings	panagsangit
waistcoat	tsaleko
waist	sibet
waist	siket
wait	aguray
waiter	ahidasar
waiter	agpaay
waiter	aguray
waiting room	pagurayan
wait	urayen
waive	baybay-an
wake	mansayag
wake	panagriing
wake	riingen
walk	lumakad
walk	maglakad
walk	magna
wall	diding
wallet	petaka
wallet	pitaka
wallow	aglubnak
wander	agpasiar
wander	umadayo
wan	nabessag
want	kayat
wanting	agkurang
wanting	agtarigagay
want	kayat
want	kiddawen
want	tarigagay
want	tarigagayan
warble	agkanta
warbler	kumakanta
warden	agbambantay iti balud
ward	pagtaraknan
wardrobe	pagyanan ti kawes
ward	siled ti hospital
ware	dahiti tahilako
war	gubat
warm	baraen
warm	dagaangen
warm	katamtaman
warmly	siaayat
warmly	sibabara
warm	mainit
warm	maligamgám
warm	salimu-oten
warning	pakdaar
warning	patigmaan
warn	pagtigmaanan
warrant	pammaneknek
warrior	buyot
warrior	soldado
war	riribuk
wart	tukaktukak
wash	agbuggo
wash	aghugas
wash basin	palanggana
wash	bugguan
washcloth	bimpo
wash clothes	aglaba
wash dishes	ahinnaw
washer	agdaldalus
washer	aglalaba
wash face	agdiram-us
wash	hugasan
wash	labaan
wash	linabaan
washout	halpas a nadangran
washout	naiyayus
wash penis	agkawkaw
wash up	agbuggo
wasp	akut-akut
wasp	alimbubuyog
wasp	alumpipinig
wasp	ayukan
wasteful	managbuslon
wasteful	managdadael
waste	kailala
watch	agbuya
watch	bantayan
watchdog	aso nga agbantay
watchful	naridam
watchful	nasiput
watch	mabuyana
watchman	agbanbantay
watch	panagbantay
watch	reloh
watch	siputan
water buffalo	nuang
water	danom
water	danum
water	danuman
watermelon	melon
watermelon	sandia
watermelon	sanha
water plants	agsibug
waterproof	saan a mabasa
water	sibog
water	sibugan
water system	nawasa
water	tubig
watery	nadanum
wave	agkulot
wave	agdaluyon
wave	agpayapay
wave	alon
wave	daluyon
wave	palapay
waves	daluyon
wavy	kas iti daluyon
wavy	nakulot
wax	alid
waxen	napigket
waxen	nasileng
way	dalan
waylay	saeden
waylay	tambangan
way	pamuspusan
wayward	nasukir
wayward	nayaw-awan
wayward	saan a nasursuruan
weak	kapoy
weak-kneed	managbuteng
weak	marukop
weak	nakapsut
weak	nakapsot
weak	nakapsut
weak	nakapuy
weak	nalupoy
weak	narukop
weakness	agluluken
weakness	kinalupoy
wealth	nabaknang
wealthy	aduan
wealthy	nabaknang
wean	ipanaw
wean	ipusing
wean	iyadayo
weapon	armas
weapon	igam
wear	agaramat
wear	agbado
wear	agkawes
wear by friction	magasgas
wear	kawes
wear down	marunot
wear down teeth	agribrib
weariness	bannog
weariness	kettang
wearing	isuot
wear	isuout
wear	runoten
weary	mauma
weary	nabannog
weather	kasasaad ti panawen
weather	itured
weather	sarangten
weather	tiempo
weave	abel
weave	ablen
weave	lagaen
weaver	agababel
web	balay ti lawwalawwa
webby	naabel
webby	nalaga
webby	saput
we	dakami
we	dakami
we	data
we	datayo
wed	kasaren
wedding bell	kampana ti agkasar
wedding	kasar
wedding	ikasal
wedge	pasingsing
wedge	sanat
wedge	singat
wedge	sinsil
wed	ikasar
wednesday	Mierkoles
weed	aglamon
weed	dalusan
weed	root
weed	ruot
weeds	nasamek
weed	subusub
weed	taktakup
week	dominggo
week	lawas
weekly	dinomingo
weekly	linawas
week	makadomingo lawas
weep	aglua
weep	agsangit
weeping	panagsangit
weevil	bukbok
weight	dagsen
weigh	timbangen
weight	sobok
weighty	nadagsen
weird	nakaalalinghet
weird	nakabutbuteng
weird	tanglit
welcome	naimbag a isasanpet you
welcome	naragsak nga isasangpet
welcome	panangsabat
weld	pagsilopoen
weld	pagtitipunen
welfare	pahimbagan
welfare	pagsayaatan
welfare	salung-at
well	bito
well	bubon
well	nakaradkad
well	nalaing
well	nasayaat
well	poso
welt	aglaylay
wen	lattan
we	sikami
we	sitayo
western	akinlaud
west	laud
westward	agpalaud
wet	babasaen
wet	basa
wet blanket	pangikaat iti pudot panangupay
wet	nabasa
wet season	matutudo
whale	balena
wharf	pantalan
what	ania
What?	Ania?
What are you doing?	Ania ti araramidem?
What direction?	banda (Ania ti banda?)
What do you mean?	Ania ti ipapan mo?
What do you want?	Ania ti kayat mo?
whatever	aniaman
whatever	uray ania
whatever	uray-ania
Whatever!	Uray ania!
What happened?	Ania ti napasamak?
What help can I be to you?	Ania ti maitulong-ko kenka?
what	interhektion ania
What is the use of it?	Pangan-anoen na?
What is your name?	Ania ti nagan mo?
What is your time?	Ania ti oras mo?
What shall we do?	Ania ti aramidta?
wheat	trigo
wheel	dalig
wheeled cart	kareton
wheeled cart	roling
wheel	ligay
wheel	pahibasen
wheel	pagpusipusen
wheel	pilid
wheels leave the ground	ngumato ti dalig
when	kaano
whenever	kaano man
when	kaano
When?	Kaano?
Where are you going?	Papanam?
whereby	iti daytoy
whereby	ken
whereby	ket
wherefore	daytay
wherefore	gapu iti daytoy
Where have you been?	Nagapuam?
wherein	iti daytoy
where	sadino
Where?	Sadino? Ayanna?
wherever	sadino man
whet	asaen
whether	agpapan
whether	no
whet	patademen
which	anha kadahitoy
while	bayat
while	kabayatan
while	kanito
while	panagpalabas iti kanito
whine	aguni
whine	unaweng
whip	agbaut
whip	baoten
whip	baut
whip	latiko
whip	pagbaot
whirl	agpusipos
whirl	agtayyek
whirl	pagpusipusen
whisper	agarasaas
whisper	arasaas
whisper	ipatimud
whisper	yarasaas
whistle	agsagawisiw
whistle	paswit
whistle	sagawisiw
whistling	agsagsagawisiw
white ant	anay
white duck	pato
white	napudaw
white	puraw
white	puti
whither	sadino
who	asino
whoever	ania man
whoever	siasino man
whole	amin
wholesale	pakyawan
whole	sangkamay-sa
whole	sibubukel
wholesome	nasaya-at
wholly	iti- isu-amin
wholly	sibubukel
whom	iti siasino
Who owns that?	Sino makin kukua dayta?
whose	asino ti akinkuana
who	siasino
who	sia-sino
who	sino
Who?	Sino?
why	apay
Why?	Apay?
Why?	Apay ngay?
Why not?	Apay ta saan?
wicked	managdakes
wick	mitsa
wick	pabilo
wide	akaba
wide	akaba
wide	nabistrad
wide	naglawa
wide	nalawa
widespread	sapasap
widow	balo a babai
widower	balo a lalaki
wife	asawa
wife	asawa a babai
wiggle ears	agpayapay
wild chicken	abuyo
wilderness	kabakiran
wild	naatap
wild pig	alingo
will	kayat
will	ipatawis
will	italek
will	-nto
will	pagayatan
will	pammati
wilt	malaylay
wince	agkayetket
wince	agkedked
wince	agsanud
wind	agsikko
wind	angin
wind	bumanisbis
wind	kuerdasan
wind	hangin
windmill	makina a paggarawen ti angin
window	tawa
wind	pul-oy
winds	dugudug
windy	naangin
wine	arak
wine	arak
wine	basi
wine	tuba
wing	payak
wing	payak
wing	b agtayab
wink	kidday
win	mangabak
win	mangabak
win	nangabak
winner	mangabak
winnings	dahiti inabak
winnings	inabak
winnow	agtaep
winnow	bigao
winter	tiempo ti lam-ex
wipe	agpunas
wipe off	agpunas
wipe	punasa
wipe	punasan
wire	alambre
wire	barot
wire	barut
wire	telegramaan
wisdom	kapanunotan
wisdom	karunungan
wisdom	sirib
wise	masirib
wise	nalaing
wish	kalikagum
wish	panghep
wish	panghepen
wish	we
wit	kapanunutan
witchery	pananggamud
witch	manggagamod
withdrawal	panangikkar
withdrawal	yaadyo
withdraw	umadayo
wither	malaylay
within	iti uneg
with	kasama
without	iti ruar
without	no awan
withstand	sarkedan
witness	nakakita
witness	saksi
witness	saksian
witness	takderan
witness	testigo
wit	sirib
witty	nasaririt
woeful	kakaasi
woe	lobo a kas aso
woman	babai
woman	baket
woman	lady
wonder	agsiddaaw
wonderful	makaskasdaaw
wonderful	nakaskasdaaw
wonder	kaya
wonder	pagsiddaawan datdatlag
wondrous	nakakasdaaw
won	nangabak
wood carver	agkitkiti-kit iti kayo
wood	kabo
wood	kayo
wood plane	katam
wool	de lana
wool	dutdot
word	balikas
word	sao
word	sarita
word	yano
word	yanti
work	agaramid
work	agtrabaho
work	agtrabaho
work	aramid
worker	mangmanghed
workman	mangmanghed
work	obra
work	trabaho
work	trabaho
world	lubong
world	sanglubongan
world	translate world
worm	alumbuyod
worm	bitok
worm	ighes
worms in fruits	ighes
worry	agdanag
worry	agdukot
worry	agsikor
worry	danag
worry	danagan
worry	dukot
worry	parikut
worry	we
worse	nakaro
worse	yahiqx
worship	agrukbab
worship	dayaw
worship	dayawen
worship	raemen
worst	kadaksan
worth	gatad
worthless	awanan iti pateg
worth	pateg
worthy	napateg maikari
worthy	talhed
wound	sugat
wound	sugaten
wrap	agbalkut
wrap	agsaput
wrap	balkot
wrap	bungon
wrap	bungonen
wrath	pungtot
wrath	unget
wreath	arkos
wreath	sabsabong a naubon a balangat
wreck	narakrak
wreck	pannakadadael
wreck	rakraken
wrestle	agsanggol
wrestle	gabbuen
wretch	nakakaasi
wretch	naliday
wretch	nanumounay
wring out	agpespes
wrinkle	agkeret
wrinkle	agkuritrit
wrinkle	kuretret
wrinkle	kuretreten
wrinkled	nagkuretret
wrist	agsanggol
wrist	pongopongoan
wrist	pungua-punguan
wrist watch	reloh ti ima
write	agsurat
write	isurat
write letter	agsurat
writer	mannyrat
write	suratin
writhe	agtiritir
writings	sinuratan
wrong	guliban
wrong	idadanes
wrong	pudno
yacht	bassit a bapor
yacht	yate
